2010 Federal Election Polling Places [Event:15508 Phase:FinalResults Generated:2013-01-22T15:06:18 Cycle:109e02bb-5f15-4808-984f-b47255b191fb Created:2013-01-22T14:55:43 Environment:PROD Site:PARKES Server:NTR01 Version:6.0.10.10009]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
NSW,133,Macquarie,8875,1,Springwood North,Ellison Public School,cnr Ellison Rd & Comet Pl,,,SPRINGWOOD,NSW,2777,-33.690200,150.586000
NSW,133,Macquarie,34038,5,Springwood PPVC,Presbyterian Church Hall,160 Macquarie Rd,,,SPRINGWOOD,NSW,2777,-33.699610,150.568450
NSW,133,Macquarie,1806,1,Springwood South,Springwood Public School,Burns Rd,,,SPRINGWOOD,NSW,2777,-33.705500,150.573000
NSW,133,Macquarie,14123,1,Sydney (Macquarie),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.207000
NSW,133,Macquarie,1807,1,Tennyson,Tennyson Bush Fire Brigade,246 Tennyson Rd,,,TENNYSON,NSW,2754,-33.535800,150.737000
NSW,133,Macquarie,1809,1,Valley Heights,Blue Mountains Grammar Preparatory School,Tusculum Road,,,VALLEY HEIGHTS,NSW,2777,-33.703300,150.580000
NSW,133,Macquarie,57669,1,Vineyard East (Macquarie),Vineyard Public School,4 Bandon Rd,,,VINEYARD,NSW,2765,-33.648100,150.858000
NSW,133,Macquarie,1811,1,Warrimoo,Warrimoo Citizens Hall,7 Eley Hawkins Dr,,,WARRIMOO,NSW,2774,-33.720967,150.597835
NSW,133,Macquarie,1812,1,Wentworth Falls,Wentworth Falls Public School,Falls Rd,,,WENTWORTH FALLS,NSW,2782,-33.714360,150.372550
NSW,133,Macquarie,1813,1,Wilberforce,Wilberforce Public School,Macquarie Rd,,,WILBERFORCE,NSW,2756,-33.558520,150.839470
NSW,133,Macquarie,1814,1,Windsor,The Deerubbin Centre,300 George St,,,WINDSOR,NSW,2756,-33.609000,150.817000
NSW,133,Macquarie,1815,1,Windsor South,Windsor South Public School,Church St,,,SOUTH WINDSOR,NSW,2756,-33.618500,150.804000
NSW,133,Macquarie,1816,1,Winmalee,Winmalee High School,High School Dr,,,WINMALEE,NSW,2777,-33.675100,150.615000
NSW,133,Macquarie,1818,1,Woodford,Woodford Bush Fire Brigade,cnr Park Rd & Railway Pde,,,WOODFORD,NSW,2778,-33.734100,150.470000
NSW,133,Macquarie,1819,1,Yarramundi,Yarramundi Community Centre,Thornbill Way,,,YARRAMUNDI,NSW,2753,-33.635900,150.660000
NSW,315,McMahon,31643,1,Abbotsbury,Abbotsbury Community Hall,Stockdale Cres,,,ABBOTSBURY,NSW,2176,-33.869900,150.866000
NSW,315,McMahon,2330,1,Bossley Park,Bossley Park Public School,Marconi Rd,,,BOSSLEY PARK,NSW,2176,-33.859400,150.883000
NSW,315,McMahon,2351,1,Bossley Park East,Prairievale Public School,Prairievale Rd,,,BOSSLEY PARK,NSW,2176,-33.867000,150.890000
NSW,315,McMahon,8880,1,Bossley Park South,Bossley Park High School,Prairievale Rd,,,BOSSLEY PARK,NSW,2176,-33.871000,150.874000
NSW,315,McMahon,57628,5,Divisional Office (PREPOLL),Divisional Office,"Suite 3, Level 2",Neeta City Shopping Centre,54 Smart St,FAIRFIELD,NSW,2165,-33.868204,150.955580
NSW,315,McMahon,873,1,Edensor Park North,Governor Philip King Public School,Allambie Rd,,,EDENSOR PARK,NSW,2176,-33.874500,150.879000
NSW,315,McMahon,11939,1,Erskine Park,James Erskine Public School,Peppertree Dr,,,ERSKINE PARK,NSW,2759,-33.805700,150.803000
NSW,315,McMahon,2335,1,Fairfield,Senior Citizens Hall,Kenyon St,,,FAIRFIELD,NSW,2165,-33.870800,150.952000
NSW,315,McMahon,32481,1,Fairfield Central,Fairfield Public School,Smart St,,,FAIRFIELD,NSW,2165,-33.867740,150.955410
NSW,315,McMahon,2336,1,Fairfield East (McMahon),Fairfield City Leisure Centre,Vine St,,,FAIRFIELD,NSW,2165,-33.875100,150.961000
NSW,315,McMahon,2337,1,Fairfield Heights,Fairfield Heights Public School,Station St,,,FAIRFIELD HEIGHTS,NSW,2165,-33.867000,150.948000
NSW,315,McMahon,46744,5,Fairfield MCMAHON PPVC,8 Nelson St,,,,FAIRFIELD,NSW,2165,-33.867889,150.955933
NSW,315,McMahon,2338,1,Fairfield North,Fairfield High School,The Horsley Dr,,,FAIRFIELD,NSW,2165,-33.867100,150.957000
NSW,315,McMahon,2339,1,Fairfield South,Fairvale Public School,Wolseley St,,,FAIRFIELD,NSW,2165,-33.877900,150.944000
NSW,315,McMahon,2340,1,Fairfield West,Fairfield West Public School,Hamilton Rd,,,FAIRFIELD WEST,NSW,2165,-33.868560,150.924550
NSW,315,McMahon,2341,1,Fairfield West Central,Fairvale High School,Thorney Rd,,,FAIRFIELD WEST,NSW,2165,-33.874500,150.931000
NSW,315,McMahon,874,1,Greenfield Park,St Johns Park High School,Mimosa Rd,,,GREENFIELD PARK,NSW,2176,-33.873500,150.891000
NSW,315,McMahon,2342,1,Greystanes,Greystanes Public School,Merrylands Rd,,,GREYSTANES,NSW,2145,-33.828100,150.940000
NSW,315,McMahon,2346,1,Greystanes Central,Holroyd High School,Cumberland Rd,,,GREYSTANES,NSW,2145,-33.834100,150.951000
NSW,315,McMahon,2353,1,Greystanes East,Ringrose Public School,Ringrose Ave,,,GREYSTANES,NSW,2145,-33.820300,150.959000
NSW,315,McMahon,2343,1,Greystanes North,Beresford Road Public School,Beresford Rd,,,GREYSTANES,NSW,2145,-33.814100,150.943000
NSW,315,McMahon,2350,1,Greystanes North East,Pendle Hill Girl Guides Hall,Ettalong Rd,,,GREYSTANES,NSW,2145,-33.812800,150.952000
NSW,315,McMahon,2360,1,Greystanes South,Widemere Public School,Nemesia St,,,GREYSTANES,NSW,2145,-33.833700,150.940000
NSW,315,McMahon,2347,1,Horsley Park,Horsley Park Public School,The Horsley Dr,,,HORSLEY PARK,NSW,2164,-33.841800,150.853000
NSW,315,McMahon,398,1,Kemps Creek (McMahon),Kemps Creek Public School,100 Cross St,,,KEMPS CREEK,NSW,2178,-33.882400,150.787000
NSW,315,McMahon,2256,1,Merrylands Central (McMahon),Hilltop Road Public School,Hilltop Rd,,,MERRYLANDS,NSW,2160,-33.826000,150.973000
NSW,315,McMahon,2354,1,Merrylands West (McMahon),Coolibah Fitness Centre,25 Paton St,,,MERRYLANDS WEST,NSW,2160,-33.834600,150.968000
NSW,315,McMahon,409,1,St Clair,St Clair Public School,Timesweep Dr,,,ST CLAIR,NSW,2759,-33.796500,150.786000
NSW,315,McMahon,391,1,St Clair East,Clairgate Public School,Colorado Dr,,,ST CLAIR,NSW,2759,-33.795900,150.801000
NSW,315,McMahon,390,1,St Clair South,Blackwell Public School,Blackwell Ave,,,ST CLAIR,NSW,2759,-33.805900,150.783000
NSW,315,McMahon,383,1,St Clair West,Banks Public School,Banks Dr,,,ST CLAIR,NSW,2759,-33.794000,150.774000
NSW,315,McMahon,2355,1,Smithfield,Smithfield Public School,O'Connell St,,,SMITHFIELD,NSW,2164,-33.854200,150.934000
NSW,315,McMahon,2356,1,Smithfield East,Smithfield RSL Youth Club Hall,Oxford St,,,SMITHFIELD,NSW,2164,-33.856400,150.939000
NSW,315,McMahon,2357,1,Smithfield West,Smithfield West Public School,Wetherill St,,,SMITHFIELD,NSW,2164,-33.851400,150.918000
NSW,315,McMahon,2280,1,South Wentworthville Central,Wentworthville Baptist Church Hall,Chelmsford Rd,,,SOUTH WENTWORTHVILLE,NSW,2145,-33.818700,150.967000
NSW,315,McMahon,2260,1,South Wentworthville West,South Wentworthville Guide Hall,Hampden Rd,,,SOUTH WENTWORTHVILLE,NSW,2145,-33.828300,150.964000
NSW,315,McMahon,57627,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,315,McMahon,14145,1,Sydney (McMahon),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.207000
NSW,315,McMahon,2361,1,Wetherill Park,William Stimson Public School,Lily St,,,WETHERILL PARK,NSW,2164,-33.854500,150.906000
NSW,134,Mitchell,8876,1,Aminya,Aminya Hostel & Nursing Home,Goolgung Ave,,,BAULKHAM HILLS,NSW,2153,-33.757500,151.000000
NSW,134,Mitchell,57720,1,Annangrove (Mitchell),Annangrove Public School,185 Annangrove Rd,,,ANNANGROVE,NSW,2156,-33.667500,150.953000
NSW,134,Mitchell,11967,1,Baulkham Hills,The Hills Special School,Mary St,,,NORTHMEAD,NSW,2152,-33.779400,151.004000
NSW,134,Mitchell,1825,1,Baulkham Hills Central,Baulkham Hills High School,419A Windsor Rd,,,BAULKHAM HILLS,NSW,2153,-33.752700,150.990000
NSW,134,Mitchell,1827,1,Baulkham Hills North,Baulkham Hills North Public School,cnr Henry St & Girralong Ave,,,BAULKHAM HILLS,NSW,2153,-33.752700,151.000000
NSW,134,Mitchell,34116,1,Beaumont Hills,Beaumont Hills Public School,The Parkway,,,KELLYVILLE,NSW,2155,-33.698000,150.947000
NSW,134,Mitchell,47691,1,Bella Vista,Village Green Community Centre,109 Bella Vista Dr,,,BELLA VISTA,NSW,2153,-33.742930,150.958710
NSW,134,Mitchell,1829,1,Castle Hill,Castle Hill Public School,Les Shore Pl,,,CASTLE HILL,NSW,2154,-33.728200,151.005000
NSW,134,Mitchell,1830,1,Castle Hill Central,Castle Hill High School,Castle St,,,CASTLE HILL,NSW,2154,-33.727200,150.999000
NSW,134,Mitchell,11969,1,Castle Hill East,Castle Hill House,Francis St,,,CASTLE HILL,NSW,2154,-33.738400,151.003000
NSW,134,Mitchell,33905,5,Castle Hill Mitchell PPVC,Mileto House,Ground Floor,Suite 6,2-4 Old Castle Hill Rd,CASTLE HILL,NSW,2154,-33.731000,151.007980
NSW,134,Mitchell,11970,1,Castle Hill West,Hills Centre,Hills Centre,Carrington Rd,,CASTLE HILL,NSW,2154,-33.728707,150.985292
NSW,134,Mitchell,1833,1,Crestwood,Crestwood Public School,38 Peel Rd,,,BAULKHAM HILLS,NSW,2153,-33.749400,150.972000
NSW,134,Mitchell,1834,1,Crestwood Central,Crestwood High School,17 Chapel La,,,BAULKHAM HILLS,NSW,2153,-33.742700,150.976000
NSW,134,Mitchell,30125,5,Divisional Office (PREPOLL),Divisional Office,Level 1,2-4 Old Castle Hill Rd,,CASTLE HILL,NSW,2154,-33.730845,151.007737
NSW,134,Mitchell,45260,1,Eurambie Park (Mitchell),Eurambie Park Child Care Centre,Coonara Ave,,,WEST PENNANT HILLS,NSW,2125,-33.744700,151.030000
NSW,134,Mitchell,57722,1,Glenhaven (Mitchell),Glenhaven Public School,Glenhaven Rd,,,GLENHAVEN,NSW,2156,-33.701000,151.004000
NSW,134,Mitchell,1851,1,Hopetoun,"Barton Hall, Hopetoun Village",Cnr Gough Dr & David Rd,,,CASTLE HILL,NSW,2154,-33.728500,151.025000
NSW,134,Mitchell,1840,1,Jasper Road,Jasper Road Public School,Jasper Rd,,,BAULKHAM HILLS,NSW,2153,-33.761100,150.982000
NSW,134,Mitchell,1841,1,Kellyville,Kellyville Public School,Windsor Rd,,,KELLYVILLE,NSW,2153,-33.711400,150.957000
NSW,134,Mitchell,36372,1,Kellyville East,Kellyville High School,cnr York Rd & Queensbury Ave,,,KELLYVILLE,NSW,2155,-33.716100,150.959000
NSW,134,Mitchell,1843,1,Kilvinton,Brian King Gardens,Hilliard Drive,,,CASTLE HILL,NSW,2154,-33.731570,151.022060
NSW,134,Mitchell,1845,1,Matthew Pearce,Matthew Pearce Public School,Astoria Park Rd,,,BAULKHAM HILLS,NSW,2153,-33.757800,150.962000
NSW,134,Mitchell,1847,1,Model Farms,Model Farms High School,Gooden Dr,,,BAULKHAM HILLS,NSW,2153,-33.770400,150.972000
NSW,134,Mitchell,1848,1,Mowll,"Dover Hall, Mowll Village",Hilliard Dr,,,CASTLE HILL,NSW,2154,-33.727100,151.024000
NSW,134,Mitchell,1849,1,Muirfield,Muirfield Technology High School,Barclay Rd,,,NORTH ROCKS,NSW,2151,-33.765200,151.021000
NSW,134,Mitchell,2263,1,Northmead (Mitchell),Northmead Public School,cnr Moxhams & Kleins Rds,,,NORTHMEAD,NSW,2152,-33.786700,150.991000
NSW,134,Mitchell,2264,1,Northmead East,Northmead High School,Campbell St,,,NORTHMEAD,NSW,2152,-33.788500,151.000000
NSW,134,Mitchell,651,1,North Rocks (Mitchell),North Rocks Public School,359 North Rocks Rd,,,NORTH ROCKS,NSW,2151,-33.768800,151.026000
NSW,134,Mitchell,11974,1,Oakhill Drive (Mitchell),Oakhill Drive Public School,cnr Oakhill & Westminster Drs,,,CASTLE HILL,NSW,2154,-33.722000,151.023000
NSW,134,Mitchell,1853,1,Rondelay,Excelsior Public School,Rondelay Dr,,,CASTLE HILL,NSW,2154,-33.740800,150.991000
NSW,134,Mitchell,1854,1,Rouse Hill,Rouse Hill Public School,Clower Ave,,,ROUSE HILL,NSW,2155,-33.675400,150.910000
NSW,134,Mitchell,1837,1,Samuel Gilbert (Mitchell),Samuel Gilbert Public School,cnr Ridgecrop Dr & Gilbert Rd,,,CASTLE HILL,NSW,2154,-33.714200,150.993000
NSW,134,Mitchell,37049,1,Sherwood Ridge,Sherwood Ridge Public School,Rosebery Rd,,,KELLYVILLE,NSW,2155,-33.707200,150.976000
NSW,134,Mitchell,58758,2,Special Hospital Team 1,Norwest Private Hospital,11 Norbrik Drive,,,BELLA VISTA,NSW,2153,-33.746656,150.953779
NSW,134,Mitchell,14125,1,Sydney (Mitchell),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.207000
NSW,134,Mitchell,1826,1,The Hills,The Hills Private Hospital,499 Windsor Rd,,,BAULKHAM HILLS,NSW,2153,-33.744700,150.982000
NSW,134,Mitchell,45262,1,West Pennant Hills (Mitchell),West Pennant Hills Valley Community Centre,42A Hill Rd,,,WEST PENNANT HILLS,NSW,2125,-33.748200,151.028000
NSW,134,Mitchell,2284,1,Winston Heights,Winston Heights Public School,51 Buckleys Rd,,,WINSTON HILLS,NSW,2153,-33.775400,150.968000
NSW,134,Mitchell,2285,1,Winston Hills,Winston Hills Public School,Hillcrest Ave,,,WINSTON HILLS,NSW,2153,-33.773500,150.981000
NSW,134,Mitchell,33788,1,Winston Hills South,Winston Hills Guides Hall,Edison Pde,,,WINSTON HILLS,NSW,2153,-33.783600,150.977000
NSW,134,Mitchell,47690,1,Withers,Ironbark Ridge Primary School,cnr Ironbark Ridge & Withers Rds,,,ROUSE HILL,NSW,2155,-33.687570,150.933820
NSW,134,Mitchell,2287,1,Woodberry Village,Woodberry Village,129 Lanhams Rd,,,WINSTON HILLS,NSW,2153,-33.776800,150.976000
NSW,135,New England,1912,1,Arding,Arding Uniting Church Hall,Hawthorne Dr,,,ARDING,NSW,2358,-30.587800,151.526000
NSW,135,New England,1913,1,Armidale,Armidale Town Hall,Rusden St,,,ARMIDALE,NSW,2350,-30.514600,151.666000
NSW,135,New England,1915,1,Armidale Hospital,Armidale Hospital,Rusden St,,,ARMIDALE,NSW,2350,-30.512700,151.655000
NSW,135,New England,33752,5,Armidale PPVC,112-114 Beardy St,,,,ARMIDALE,NSW,2350,-30.513150,151.665320
NSW,135,New England,1916,1,Armidale South,Armidale City Public School,Faulkner St,,,ARMIDALE,NSW,2350,-30.519300,151.664000
NSW,135,New England,1918,1,Armidale West,Drummond Memorial Public School,Rusden St,,,ARMIDALE,NSW,2350,-30.510600,151.650000
NSW,135,New England,1919,1,Ashford,Ashford Central School,51 Martyn St,,,ASHFORD,NSW,2361,-29.321500,151.095000
NSW,135,New England,1920,1,Attunga,Attunga Public School,Attunga St,,,ATTUNGA,NSW,2345,-30.929800,150.841000
NSW,135,New England,1064,1,Barraba,Bicentennial Community Centre,Bridge St,,,BARRABA,NSW,2347,-30.372700,150.609000
NSW,135,New England,1923,1,Bendemeer,Bendemeer C.W.A. Hall,Henry St,,,BENDEMEER,NSW,2355,-30.884000,151.152000
NSW,135,New England,1921,1,Ben Lomond,Ben Lomond Public School,Inn Rd,,,BEN LOMOND,NSW,2365,-30.017200,151.661000
NSW,135,New England,1922,1,Ben Venue,Ben Venue Public School,Erskine St,,,ARMIDALE,NSW,2350,-30.502700,151.673000
NSW,135,New England,1925,1,Black Mountain,Black Mountain Public School,815 Black Mountain Rd,,,BLACK MOUNTAIN,NSW,2460,-30.307300,151.658000
NSW,135,New England,1070,1,Blackville,Blackville Public School,O'Neile St,,,BLACKVILLE,NSW,2343,-31.638900,150.239000
NSW,135,New England,1926,1,Bonshaw,Bonshaw Memorial Hall,Miller St,,,BONSHAW,NSW,2361,-29.048300,151.276000
NSW,135,New England,1075,1,Breeza,Breeza Hall,Currabubula Rd,,,BREEZA,NSW,2381,-31.255800,150.475000
NSW,135,New England,1928,1,Bundarra,Bundarra Central School,Bowline St,,,BUNDARRA,NSW,2359,-30.168100,151.075000
NSW,135,New England,1929,1,Calala,Carinya Christian School,Boronia Dr,,,CALALA,NSW,2340,-31.128800,150.940000
NSW,135,New England,1081,1,Caroona,Caroona Mechanics Institute,Spring Ridge Rd,,,CAROONA,NSW,2343,-31.406700,150.422000
NSW,135,New England,1082,1,Carroll,Carroll Public School,David St,,,CARROLL,NSW,2340,-30.984500,150.446000
NSW,135,New England,46486,1,Coledale Community,Coledale Community Centre,2B Kenny Drive,,,TAMWORTH,NSW,2340,-31.110400,150.896000
NSW,135,New England,1094,1,Curlewis,Curlewis Public School,Goran St,,,CURLEWIS,NSW,2381,-31.117500,150.263000
NSW,135,New England,1095,1,Currabubula,Currabubula Public School,Bolton St,,,CURRABUBULA,NSW,2342,-31.263300,150.735000
NSW,135,New England,1930,1,Dangarsleigh,Dangarsleigh C.W.A. Hall,Dangarsleigh Rd,,,DANGARSLEIGH,NSW,2350,-30.575300,151.681000
NSW,135,New England,1931,1,Deepwater,Deepwater Public School,Young St,,,DEEPWATER,NSW,2371,-29.443400,151.848000
NSW,135,New England,1097,1,Delungra,Delungra Community Hall,Railway Street,,,DELUNGRA,NSW,2403,-29.654500,150.828000
NSW,135,New England,30126,5,Divisional Office (PREPOLL),Divisional Office,Level 1,97-101 Faulkner St,,ARMIDALE,NSW,2350,-30.513529,151.667233
NSW,135,New England,2070,1,Drake,Drake Community Hall,Tabulam St,,,DRAKE,NSW,2469,-28.928600,152.375000
NSW,135,New England,1933,1,Dungowan,Dungowan Public School,Dungowan Rd,,,DUNGOWAN,NSW,2340,-31.216700,151.118000
NSW,135,New England,1934,1,Duri,Duri Public Hall,Phillip St,,,DURI,NSW,2344,-31.215500,150.818000
NSW,135,New England,1935,1,Ebor,Ebor Public School,Ebor St,,,EBOR,NSW,2453,-30.358500,152.232000
NSW,135,New England,1936,1,Elsmore,Elsmore Memorial Hall,Inverell Rd,,,ELSMORE,NSW,2370,-29.802400,151.266000
NSW,135,New England,1937,1,Emmaville,Emmaville Central School,Park Rd,,,EMMAVILLE,NSW,2371,-29.446900,151.600000
NSW,135,New England,1938,1,Gilgai,Gilgai Hall,Hall St,,,GILGAI,NSW,2360,-29.854200,151.118000
NSW,135,New England,1942,1,Glencoe,Hall,8008 New England Hwy,,,GLENCOE,NSW,2365,-29.927500,151.725000
NSW,135,New England,1939,1,Glen Innes,Glen Innes Public School,Church St,,,GLEN INNES,NSW,2370,-29.735600,151.739000
NSW,135,New England,1940,1,Glen Innes Hospital,Glen Innes Hospital,94 Taylor St,,,GLEN INNES,NSW,2370,-29.732700,151.732000
NSW,135,New England,1941,1,Glen Innes West,Cameron Memorial Hall,Macquarie St,,,GLEN INNES,NSW,2370,-29.738000,151.730000
NSW,135,New England,1943,1,Gum Flat,Gum Flat Community Hall,Copeton Dam Road,,,GUM FLAT,NSW,2360,-29.790600,150.938000
NSW,135,New England,1108,1,Gunnedah,Gunnedah Town Hall,Conadilly St,,,GUNNEDAH,NSW,2380,-30.977200,150.253000
NSW,135,New England,1109,1,Gunnedah North,Gunnedah High School,Marquis St,,,GUNNEDAH,NSW,2380,-30.981800,150.250000
NSW,135,New England,33884,5,Gunnedah PPVC,Gunnedah Shire Building,63 Elgin St,,,GUNNEDAH,NSW,2380,-30.978300,150.256000
NSW,135,New England,1126,1,Gunnedah South,Gunnedah South Primary School,Stock Rd,,,GUNNEDAH,NSW,2380,-30.991500,150.251000
NSW,135,New England,1944,1,Guyra,Guyra Central School,Marne St,,,GUYRA,NSW,2365,-30.222500,151.676000
NSW,135,New England,1945,1,Hallsville,Hallsville Uniting Church,Manilla Rd,,,HALLSVILLE,NSW,2340,-31.004800,150.877000
NSW,135,New England,1946,1,Hillgrove,Hillgrove Mechanics Institute,Bracken St,,,HILLGROVE,NSW,2350,-30.567300,151.906000
NSW,135,New England,1947,1,Hillvue,Tamworth TREC,Greg Norman Dr,,,TAMWORTH,NSW,2340,-31.129800,150.921000
NSW,135,New England,38334,1,Hillvue West,Mary Help of Christians Hall,Hillvue Rd,,,TAMWORTH SOUTH,NSW,2340,-31.114202,150.908466
NSW,135,New England,1949,1,Inverell,Town Hall,Otho St,,,INVERELL,NSW,2360,-29.776158,151.113421
NSW,135,New England,1950,1,Inverell East,Inverell Public School,Ross St,,,INVERELL,NSW,2360,-29.777300,151.117000
NSW,135,New England,33754,5,Inverell PPVC,Inverell Town Hall,cnr Otho & Evans Sts,,,INVERELL,NSW,2360,-29.775100,151.114000
NSW,135,New England,1952,1,Jennings,Jennings Public School,High St,,,JENNINGS,QLD,4383,-28.928300,151.931000
NSW,135,New England,34005,1,Jubullum,Jubulum Hall,Jubulum Village,,,TABULAM,NSW,2470,-28.893700,152.527000
NSW,135,New England,1114,1,Kelvin,Community Hall,Kelvin Road,,,KELVIN,NSW,2380,-30.810200,150.351000
NSW,135,New England,1953,1,Kentucky,Kentucky Memorial Hall,Noalimba Ave,,,KENTUCKY,NSW,2354,-30.763000,151.449000
NSW,135,New England,1954,1,Kingstown,Kingstown Community Hall,Kingstown Rd,,,KINGSTOWN,NSW,2358,-30.545200,151.199000
NSW,135,New England,1955,1,Kootingal,Kootingal Public School,Denman Ave,,,KOOTINGAL,NSW,2352,-31.054100,151.054000
NSW,135,New England,2095,1,Legume,Legume Hall,Acacia St,,,LEGUME,NSW,2476,-28.405000,152.307000
NSW,135,New England,2096,1,Liston,Liston Hall,Stanthorpe St,,,LISTON,NSW,2372,-28.646900,152.085000
NSW,135,New England,1958,1,Loomberah,Loomberah Hall,Duri-Dungowan Rd,,,LOOMBERAH,NSW,2340,-31.246800,150.972000
NSW,135,New England,1917,1,Madgwick,Austin College,Elm Ave,,,UNIVERSITY OF NEW ENGLAND,NSW,2351,-30.498400,151.642000
NSW,135,New England,1118,1,Manilla,Manilla Small Town Hall,Manilla Street,,,MANILLA,NSW,2346,-30.746400,150.720000
NSW,135,New England,1959,1,Martins Gully,Martins Gully School,Bona Vista Rd,,,ARMIDALE,NSW,2350,-30.524500,151.637000
NSW,135,New England,1960,1,Mingoola,Mingoola Public School,Bruxner Highway,,,MINGOOLA,NSW,2372,-29.005700,151.544000
NSW,135,New England,1961,1,Moonbi,Moonbi Public School,Charles St,,,MOONBI,NSW,2353,-31.015500,151.074000
NSW,135,New England,1962,1,Moore Creek,Moore Creek Memorial Hall,Upper Moore Creek Rd,,,MOORE CREEK,NSW,2340,-31.009700,150.956000
NSW,135,New England,1128,1,Mullaley,Mullaley Public School,Nombi St,,,MULLALEY,NSW,2379,-31.095300,149.915000
NSW,135,New England,1964,1,Nemingha,Nemingha Public School,Nundle Rd,,,NEMINGHA,NSW,2340,-31.123300,150.987000
NSW,135,New England,1914,1,Newling,Newling Public School,80 Chapel St,,,ARMIDALE,NSW,2350,-30.523100,151.677000
NSW,135,New England,1965,1,Niangala,Niangala Public School,Foster St,,,NIANGALA,NSW,2354,-31.298000,151.408000
NSW,135,New England,34946,1,North Hill,Autumn Lodge,50 Butler St,,,ARMIDALE,NSW,2350,-30.504700,151.659000
NSW,135,New England,1966,1,Nowendoc,Nowendoc Memorial Hall,Walcha Rd,,,NOWENDOC,NSW,2354,-31.513200,151.717000
NSW,135,New England,1968,1,Nundle,Nundle Public School,Jenkins St,,,NUNDLE,NSW,2340,-31.459900,151.127000
NSW,135,New England,1970,1,Oxley Vale,Oxley Vale Public School,Manilla Rd,,,OXLEY VALE,NSW,2340,-31.059000,150.895000
NSW,135,New England,1971,1,Peel High,Peel High School,Gunnedah Rd,,,TAMWORTH,NSW,2340,-31.100000,150.893000
NSW,135,New England,1142,1,Premer,Premer Public School,Ellerslie St,,,PREMER,NSW,2381,-31.454000,149.901000
NSW,135,New England,1144,1,Quirindi,Quirindi High School,Hill St,,,QUIRINDI,NSW,2343,-31.501800,150.680000
NSW,135,New England,1972,1,Red Range,Red Range Public School,Grafton St,,,RED RANGE,NSW,2370,-29.772400,151.833000
NSW,135,New England,1973,1,Rocky River,Rocky River Public School,Bundarra Rd,,,ROCKY RIVER,NSW,2358,-30.584600,151.460000
NSW,135,New England,1974,1,Ross Hill,Ross Hill Public School,Andrew St,,,INVERELL,NSW,2360,-29.770800,151.103000
NSW,135,New England,1975,1,Somerton,Somerton Public School,Milk Maid St,,,SOMERTON,NSW,2340,-30.938400,150.642000
NSW,135,New England,38193,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,135,New England,38194,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,
NSW,135,New England,38195,2,Special Hospital Team 3,Multiple sites,,,,,NSW,2340,,
NSW,135,New England,46622,2,Special Hospital Team 4,Multiple sites,,,,,NSW,,,
NSW,135,New England,46623,2,Special Hospital Team 5,Multiple sites,,,,,NSW,,,
NSW,135,New England,1149,1,Spring Ridge,Spring Ridge Public School,Darby Rd,,,SPRING RIDGE,NSW,2343,-31.392600,150.252000
NSW,135,New England,1976,1,Sunnyside,Sunnyside Hall,Bruxner Hwy,,,SUNNYSIDE,NSW,2372,-29.003800,151.948000
NSW,135,New England,14131,1,Sydney (New England),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.873500,151.207000
NSW,135,New England,1150,1,Tambar Springs,Tambar Springs Public School,Tambar St,,,TAMBAR SPRINGS,NSW,2381,-31.346400,149.819000
NSW,135,New England,1977,1,Tamworth,Tamworth Christian Outreach Hall,156 Marius St,,,TAMWORTH,NSW,2340,-31.089000,150.932000
NSW,135,New England,1980,1,Tamworth East,Tamworth East Public School,Napier St,,,TAMWORTH,NSW,2340,-31.083800,150.935000
NSW,135,New England,34947,1,Tamworth North,McCarthy Catholic College,Tribe St,,,TAMWORTH,NSW,2340,-31.075000,150.918000
NSW,135,New England,33755,5,Tamworth PPVC,266 Peel St,,,,TAMWORTH,NSW,2340,-31.088499,150.928223
NSW,135,New England,1978,1,Tamworth South,Tamworth High School,Willis St,,,TAMWORTH,NSW,2340,-31.104500,150.917000
NSW,135,New England,1981,1,Tamworth West,Tamworth West Public School,Bridge St,,,TAMWORTH,NSW,2340,-31.092000,150.921000
NSW,135,New England,1983,1,Tenterfield,Tenterfield Memorial Hall,Molesworth Street,,,TENTERFIELD,NSW,2372,-29.050754,152.014359
NSW,135,New England,1985,1,Timbumburi,Timbumburi Public School,Goonoo Goonoo Rd,,,TIMBUMBURI,NSW,2340,-31.203700,150.916000
NSW,135,New England,1986,1,Tingha,Tingha Public School,54 Ruby St,,,TINGHA,NSW,2369,-29.954200,151.211000
NSW,135,New England,1988,1,Uralla,Uralla Anglican Hall,Park St,,,URALLA,NSW,2358,-30.643100,151.497000
NSW,135,New England,2126,1,Urbenville,Urbenville Public School,Welch St,,,URBENVILLE,NSW,2475,-28.473300,152.545000
