2016 Federal Election Polling Places [Event:20499 Phase:FinalResults Generated:2017-05-11T17:36:58 Cycle:a45ea4bc-bff6-48cb-94c5-1bbaae0c7c0d Created:2017-05-11T17:29:15 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.5.84.43192],,,,,,,,,,,,,,
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
NSW,118,Farrer,757,1,Barooga,Barooga Community Hall,Banker St,,,BAROOGA,NSW,3644,-35.9128804,145.6932745
NSW,118,Farrer,2484,1,Beelbangera,Beelbangera Public School,Rankins Springs Rd,,,BEELBANGERA,NSW,2680,-34.253,146.101
NSW,118,Farrer,758,1,Berrigan,Berrigan Public School,25-29 Momalong St,,,BERRIGAN,NSW,2712,-35.6594,145.815
NSW,118,Farrer,759,1,Blighty,Blighty Public School,Blighty School Rd,,,BLIGHTY,NSW,2713,-35.5887,145.348
NSW,118,Farrer,65446,5,BLV Farrer PPVC,BLV Farrer,Farrer House,526 Swift St,,ALBURY,NSW,2640,-36.0785986,146.9169595
NSW,118,Farrer,763,1,Bunnaloo,Bunnaloo Public School,Fitzroy St,,,BUNNALOO,NSW,2731,-35.7838,144.595
NSW,118,Farrer,764,1,Buronga,Buronga Public School,Chapman St,,,BURONGA,NSW,2648,-34.17,142.182
NSW,118,Farrer,765,1,Burrumbuttock,Burrumbuttock Public School,50 Howlong Rd,,,BURRUMBUTTOCK,NSW,2642,-35.8378087,146.8000595
NSW,118,Farrer,2496,1,Carrathool,Carrathool Public School,Glover St,,,CARRATHOOL,NSW,2711,-34.4084,145.433
NSW,118,Farrer,2498,1,Coleambally,Coleambally Central School,Kingfisher Ave,,,COLEAMBALLY,NSW,2707,-34.8052,145.884
NSW,118,Farrer,773,1,Corowa,Corowa Public School,244 Honour Ave,,,COROWA,NSW,2646,-35.9924764,146.3937684
NSW,118,Farrer,774,1,Corowa Central,Corowa High School,Tower St,,,COROWA,NSW,2646,-35.99418,146.3809
NSW,118,Farrer,775,1,Corowa South,Corowa South Public School,158 Hume St,,,COROWA,NSW,2646,-36.0212,146.376
NSW,118,Farrer,776,1,Culcairn,Culcairn Public School,Balfour St,,,CULCAIRN,NSW,2660,-35.6679,147.04
NSW,118,Farrer,778,1,Dareton,Dareton Public School,Matong St,,,DARETON,NSW,2717,-34.0915,142.041
NSW,118,Farrer,2501,1,Darlington Point,Murrumbidgee Shire Council Chambers,21 Carrington St,,,DARLINGTON POINT,NSW,2706,-34.568451,145.998993
NSW,118,Farrer,780,1,Deniliquin,Deniliquin High School,Wellington St,,,DENILIQUIN,NSW,2710,-35.5359,144.961
NSW,118,Farrer,782,1,Deniliquin North,Deniliquin North Public School,Victoria St,,,DENILIQUIN,NSW,2710,-35.5255,144.9817558
NSW,118,Farrer,33879,5,Deniliquin PPVC,Deniliquin High School,Wellington St,,,DENILIQUIN,NSW,2710,,
NSW,118,Farrer,784,1,Deniliquin West,Deniliquin Edward School,Butler St,,,DENILIQUIN,NSW,2710,-35.5246,144.952
NSW,118,Farrer,30109,5,Divisional Office (PREPOLL),Divisional Office,Farrer House,526 Swift St,,ALBURY,NSW,2640,-36.078464,146.917022
NSW,118,Farrer,65218,5,Echuca FARRER PPVC,Campaspe College of Adult Education,103 Hare St,,,ECHUCA,VIC,3564,-36.129805,144.749592
NSW,118,Farrer,2503,1,Emery,Yamma Hall,1334 Gilbert Rd,,,COLEAMBALLY,NSW,2707,-35.0026087,145.9753452
NSW,118,Farrer,785,1,Euston,Euston Public School,Sturt Hwy,,,EUSTON,NSW,2737,-34.5754486,142.7454238
NSW,118,Farrer,786,1,Finley,Finley High School,Tocumwal St,,,FINLEY,NSW,2713,-35.6402,145.573
NSW,118,Farrer,788,1,Gerogery,Gerogery Commemoration Hall,Bent St,,,GEROGERY,NSW,2642,-35.8368001,146.9923219
NSW,118,Farrer,789,1,Glenroy,Glenroy Public School,Logan Rd,,,NORTH ALBURY,NSW,2640,-36.0556,146.917
NSW,118,Farrer,790,1,Gol Gol,Gol Gol Public School,William St,,,GOL GOL,NSW,2738,-34.1789621,142.2217349
NSW,118,Farrer,2506,1,Goolgowi,Goolgowi Public School,Penney St,,,GOOLGOWI,NSW,2652,-33.9769,145.709
NSW,118,Farrer,2508,1,Griffith,PCYC Griffith,Olympic St,,,GRIFFITH,NSW,2680,-34.2864,146.041
NSW,118,Farrer,58769,5,Griffith Central PPVC,Griffith Aboriginal Community Centre,Wiradjuri Pl,,,GRIFFITH,NSW,2680,-34.28213,146.0437
NSW,118,Farrer,2502,1,Griffith Driver,Wade High School,Poole St,,,GRIFFITH,NSW,2680,-34.282,146.07
NSW,118,Farrer,2511,1,Griffith North,Griffith North Public School,Kooba St,,,GRIFFITH,NSW,2680,-34.2803,146.048
NSW,118,Farrer,33855,5,Griffith PPVC,PCYC Griffith,Olympic St,,,GRIFFITH,NSW,2680,-34.286557,146.0413659
NSW,118,Farrer,2512,1,Griffith West,Griffith Public School,Coolah St,,,GRIFFITH,NSW,2680,-34.2916,146.041
NSW,118,Farrer,2514,1,Hanwood,Hanwood Public School,School St,,,HANWOOD,NSW,2680,-34.33,146.042
NSW,118,Farrer,2516,1,Hay,Hay High School,216 Pine St,,,HAY,NSW,2711,-34.5057208,144.8405964
NSW,118,Farrer,792,1,Henty,Henty Public School,54 Sladen St,,,HENTY,NSW,2658,-35.516552,147.031178
NSW,118,Farrer,2520,1,Hillston,Hillston Central School,62-80 Moore St,,,HILLSTON,NSW,2675,-33.4798,145.54
NSW,118,Farrer,793,1,Holbrook,Holbrook Public School,Hume Hwy,,,HOLBROOK,NSW,2644,-35.7174826,147.3198368
NSW,118,Farrer,794,1,Howlong,Howlong Public School,Hawkins St,,,HOWLONG,NSW,2643,-35.9806,146.636
NSW,118,Farrer,795,1,Hume,Hume Public School,Parkland Cres,,,LAVINGTON,NSW,2641,-36.049829,146.9474613
NSW,118,Farrer,797,1,Jerilderie,Jerilderie Civic Hall,35 Jerilderie St,,,JERILDERIE,NSW,2716,-35.3553844,145.7255333
NSW,118,Farrer,798,1,Jindera,Jindera Public School,Dight St,,,JINDERA,NSW,2642,-35.9588466,146.8867958
NSW,118,Farrer,801,1,Koraleigh,Koraleigh Public Hall,Eagles La,,,KORALEIGH,NSW,2735,-35.1564,143.418
NSW,118,Farrer,2526,1,Lake Wyangan,Lake Wyangan Public School,Boorga Rd,,,LAKE WYANGAN,NSW,2680,-34.2482,146.033
NSW,118,Farrer,805,1,Lavington,Lavington Public School,497 Hague St,,,LAVINGTON,NSW,2641,-36.0291,146.936
NSW,118,Farrer,806,1,Lavington East,Lavington East Public School,336 Douglas Rd,,,LAVINGTON,NSW,2641,-36.0400161,146.9478591
NSW,118,Farrer,2527,1,Leeton,Madonna Place Hall,Wade Ave,,,LEETON,NSW,2705,-34.5536887,146.4042971
NSW,118,Farrer,2528,1,Leeton North,Leeton Public School,Mallee St,,,LEETON,NSW,2705,-34.54722,146.40608
NSW,118,Farrer,2542,1,Leeton Parkview,Parkview Public School,Park Ave,,,LEETON,NSW,2705,-34.5624,146.397
NSW,118,Farrer,2507,1,Leeton South,Gralee SSP School,Yanco Ave,,,LEETON,NSW,2705,-34.5632,146.413
NSW,118,Farrer,812,1,Mathoura,Mathoura Shire Hall,Conargo St,,,MATHOURA,NSW,2710,-35.8134,144.898
NSW,118,Farrer,65225,5,Mildura FARRER PPVC,116 Eighth St,,,,MILDURA,VIC,3500,-34.1861175,142.1642546
NSW,118,Farrer,815,1,Moama,Moama Public School,Simms St,,,MOAMA,NSW,2731,-36.114623,144.7623497
NSW,118,Farrer,818,1,Moulamein,Moulamein Public School,Brougham St,,,MOULAMEIN,NSW,2733,-35.089171,144.0335065
NSW,118,Farrer,820,1,Mulwala,Mulwala Civic Centre,71 Melbourne St,,,MULWALA,NSW,2647,-35.9880064,146.0063004
NSW,118,Farrer,821,1,Murray Downs,Murray Downs Fire Brigade,Murray Downs Dr,,,MURRAY DOWNS,NSW,3585,-35.3453611,143.5993074
NSW,118,Farrer,2536,1,Narrandera,John O'Brien Hall,Larmer St,,,NARRANDERA,NSW,2700,-34.7494,146.555
NSW,118,Farrer,2537,1,Narrandera East,Narrandera High School,Elizabeth St,,,NARRANDERA,NSW,2700,-34.7435,146.566
NSW,118,Farrer,33858,5,Narrandera PPVC,Narrandera CRC Hall,35 Bolton St,,,NARRANDERA,NSW,2700,-34.745276,146.552385
NSW,118,Farrer,822,1,Oaklands,Oaklands Central School,Coreen St,,,OAKLANDS,NSW,2646,-35.5526167,146.1698198
NSW,118,Farrer,2545,1,Rankins Springs,Rankins Springs War Memorial Hall,Boomerang St,,,RANKINS SPRINGS,NSW,2669,-33.8418,146.262
NSW,118,Farrer,46526,3,Remote Mobile Team 1,Pooncarie Public Hall,Tarcoola St,,,POONCARIE,NSW,2648,,
NSW,118,Farrer,33619,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,118,Farrer,33682,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,
NSW,118,Farrer,33683,2,Special Hospital Team 3,Multiple sites,,,,,NSW,,,
NSW,118,Farrer,33684,2,Special Hospital Team 4,Multiple sites,,,,,NSW,2680,,
NSW,118,Farrer,33685,2,Special Hospital Team 5,Multiple sites,,,,,NSW,,,
NSW,118,Farrer,80476,2,Special Hospital Team 6,Multiple sites,,,,,NSW,,,
NSW,118,Farrer,14055,1,Sydney (Farrer),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,118,Farrer,835,1,Table Top,Table Top Public School,556 Burma Rd,,,TABLE TOP,NSW,2640,-35.967892,147.0069981
NSW,118,Farrer,2481,1,Tharbogang,Tharbogang Public School,Braithwaite Rd,,,THARBOGANG,NSW,2680,-34.2605645,145.9842136
NSW,118,Farrer,838,1,Thurgoona,Thurgoona Public School,11 Bottlebrush St,,,THURGOONA,NSW,2640,-36.047,146.983
NSW,118,Farrer,839,1,Tocumwal,Tocumwal Public School,Morris St,,,TOCUMWAL,NSW,2714,-35.8143,145.568
NSW,118,Farrer,840,1,Tooleybuc,Tooleybuc Central School,Murray St,,,TOOLEYBUC,NSW,2736,-35.0269,143.338
NSW,118,Farrer,843,1,Urana,Urana Central School,William St,,,URANA,NSW,2645,-35.3279,146.267
NSW,118,Farrer,845,1,Wakool,Wakool Public School,49 Flinders St,,,WAKOOL,NSW,2710,-35.4669,144.393
NSW,118,Farrer,846,1,Walbundrie,Walbundrie Public School,Culcairn Rd,,,WALBUNDRIE,NSW,2642,-35.6875394,146.7262383
NSW,118,Farrer,847,1,Walla Walla,Walla Walla Public School,21 Commercial St,,,WALLA WALLA,NSW,2659,-35.7591,146.902
NSW,118,Farrer,2554,1,Wamoon,Wamoon Public School,Oxley Rd,,,WAMOON,NSW,2705,-34.5259,146.331
NSW,118,Farrer,849,1,Wentworth,Wentworth Public School,Darling St,,,WENTWORTH,NSW,2648,-34.103,141.919
NSW,118,Farrer,2558,1,Whitton,Whitton Public School,Melbergen St,,,WHITTON,NSW,2705,-34.5193,146.181
NSW,118,Farrer,2565,1,Yanco,Yanco Public School,Main St,,,YANCO,NSW,2703,-34.5983611,146.4115042
NSW,118,Farrer,2566,1,Yenda,Yenda Public School,Curran Rd,,,YENDA,NSW,2681,-34.252889,146.1978579
NSW,118,Farrer,2567,1,Yoogali,Yoogali Public School,East St,,,YOOGALI,NSW,2680,-34.2999,146.086
NSW,119,Fowler,31643,1,Abbotsbury,Abbotsbury Community Hall,Stockdale Cres,,,ABBOTSBURY,NSW,2176,-33.8699846,150.866
NSW,119,Fowler,65542,5,BLV Fowler PPVC,BLV Fowler,Level 4,18 Smith St,,PARRAMATTA,NSW,2150,-33.8148884,151.0062838
NSW,119,Fowler,865,1,Bonnyrigg (Fowler),Bonnyrigg Public School,Tarlington Pde,,,BONNYRIGG,NSW,2177,-33.8884,150.888
NSW,119,Fowler,11990,1,Bonnyrigg Central (Fowler),Bonnyrigg High School,Elizabeth Dr,,,BONNYRIGG,NSW,2177,-33.8946581,150.8918914
NSW,119,Fowler,2330,1,Bossley Park,Bossley Park Public School,Marconi Rd,,,BOSSLEY PARK,NSW,2176,-33.8594,150.883
NSW,119,Fowler,2351,1,Bossley Park East,Prairievale Public School,Prairievale Rd,,,BOSSLEY PARK,NSW,2176,-33.867,150.89
NSW,119,Fowler,8880,1,Bossley Park South,Bossley Park High School,Prairievale Rd,,,BOSSLEY PARK,NSW,2176,-33.871,150.874
NSW,119,Fowler,868,1,Cabramatta,Cabramatta Police Youth Club,Railway Pde,,,CABRAMATTA,NSW,2166,-33.8921185,150.9392877
NSW,119,Fowler,163,1,Cabramatta East,Cabramatta Public School,Cabramatta Rd E,,,CABRAMATTA,NSW,2166,-33.8954,150.942
NSW,119,Fowler,869,1,Cabramatta South,Cabramatta High School,Aladore Ave,,,CABRAMATTA,NSW,2166,-33.8989,150.929
NSW,119,Fowler,870,1,Cabramatta West,Cabramatta West Public School,Broad St,,,CABRAMATTA WEST,NSW,2166,-33.8967685,150.9229637
NSW,119,Fowler,876,1,Cabramatta West Central,Harrington Street Public School,Harrington St,,,CABRAMATTA WEST,NSW,2166,-33.8897,150.908
NSW,119,Fowler,2331,1,Canley Heights,Canley Heights Public School,Cambridge St,,,CANLEY HEIGHTS,NSW,2166,-33.884,150.923
NSW,119,Fowler,2332,1,Canley Vale,Canley Vale Public School,Canley Vale Rd,,,CANLEY VALE,NSW,2166,-33.8866,150.937
NSW,119,Fowler,31654,1,Canley Vale North,Canley Vale High School,Prospect Rd,,,CANLEY VALE,NSW,2166,-33.8853,150.952
NSW,119,Fowler,872,1,Chipping Norton,Chipping Norton Public School,Central Ave,,,CHIPPING NORTON,NSW,2170,-33.9120311,150.9598224
NSW,119,Fowler,30110,5,Divisional Office (PREPOLL),Divisional Office,Level 4,18 Smith Street,,PARRAMATTA,NSW,2150,-33.8148884,151.0062838
NSW,119,Fowler,11993,1,Edensor Park,Edensor Park Public School,Swan Rd,,,EDENSOR PARK,NSW,2176,-33.8824409,150.8757845
NSW,119,Fowler,873,1,Edensor Park North,Governor Philip King Public School,Allambie Rd,,,EDENSOR PARK,NSW,2176,-33.8745,150.879
NSW,119,Fowler,58661,5,Fairfield FOWLER PPVC,32-36 Harris St,32-36 Harris St,,,FAIRFIELD,NSW,2165,-33.8721265,150.9541761
NSW,119,Fowler,80591,1,Fairfield West (Fowler),Fairfield West Public School,Hamilton Rd,,,FAIRFIELD WEST,NSW,2165,-33.86856,150.92455
NSW,119,Fowler,874,1,Greenfield Park,St Johns Park High School,Mimosa Rd,,,GREENFIELD PARK,NSW,2176,-33.8735,150.891
NSW,119,Fowler,65206,5,Green Valley FOWLER PPVC,Autobarn,193 Wilson Rd,,,GREEN VALLEY,NSW,2168,-33.9065898,150.8660868
NSW,119,Fowler,2348,1,Lansvale,Lansvale Public School,Chancery St,,,CANLEY VALE,NSW,2166,-33.8915,150.953
NSW,119,Fowler,173,1,Lansvale East,Lansvale East Public School,Riverside Rd,,,LANSVALE,NSW,2166,-33.8982,150.964
NSW,119,Fowler,879,1,Liverpool,Liverpool Public School,Railway St,,,LIVERPOOL,NSW,2170,-33.9238,150.926
NSW,119,Fowler,884,1,Liverpool Central,Marsden Road Public School,Marsden Rd,,,LIVERPOOL,NSW,2170,-33.9171119,150.9143894
NSW,119,Fowler,31750,1,Liverpool South,Uniting Church,Pirie St,,,LIVERPOOL,NSW,2170,-33.9265,150.924
NSW,119,Fowler,882,1,Liverpool West (Fowler),Liverpool West Public School,Flowerdale Rd,,,LIVERPOOL,NSW,2170,-33.9271,150.907
NSW,119,Fowler,887,1,Mount Pritchard (Fowler),Mount Pritchard Public School,Meadows Rd,,,MOUNT PRITCHARD,NSW,2170,-33.9004,150.9
NSW,119,Fowler,888,1,Mount Pritchard East,Mount Pritchard East Public School,Townview Rd,,,MOUNT PRITCHARD,NSW,2170,-33.9049,150.912
NSW,119,Fowler,890,1,Newbridge Heights,Newbridge Heights Public School,cnr Lewin & Magree Cress,,,CHIPPING NORTON,NSW,2170,-33.9266,150.952
NSW,119,Fowler,893,1,St Johns Park,St Johns Park Public School,Sandringham St,,,ST JOHNS PARK,NSW,2176,-33.8874,150.898
NSW,119,Fowler,80600,1,Smithfield West (Fowler),Smithfield West Public School,Wetherill St,,,SMITHFIELD,NSW,2164,-33.8572671,150.9171256
NSW,119,Fowler,58587,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,
NSW,119,Fowler,82565,2,Special Hospital Team 2,Liverpool Hospital,Crn Elizabeth and Goulburn Sts,,,LIVERPOOL,NSW,2170,-33.9204202,150.9292102
NSW,119,Fowler,82577,2,Special Hospital Team 3,Fairfield District Hospital,Prairievale Rd,,,PRAIRIEWOOD,NSW,2176,-33.8618862,150.9005481
NSW,119,Fowler,14058,1,Sydney (Fowler),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,119,Fowler,2358,1,Villawood,Carramar Public School,cnr The Horsley Dr & Denison St,,,VILLAWOOD,NSW,2163,-33.8854807,150.9698132
NSW,119,Fowler,2359,1,Villawood North,Villawood North Public School,Bligh St,,,VILLAWOOD,NSW,2163,-33.8766,150.972
NSW,119,Fowler,894,1,Wakeley,King Park Public School,Humphries Rd,,,WAKELEY,NSW,2176,-33.8791516,150.9116976
NSW,119,Fowler,896,1,Warwick Farm,Warwick Farm Public School,Lawrence Hargrave Rd,,,WARWICK FARM,NSW,2170,-33.9106,150.929
NSW,119,Fowler,58778,5,Warwick Farm FOWLER PPVC,Orange Grove,unit 1,2-20 Orange Grove Rd,,WARWICK FARM,NSW,2170,-33.9085725,150.9192846
NSW,119,Fowler,80602,1,Wetherill Park (Fowler),William Stimson Public School,Lily St,,,WETHERILL PARK,NSW,2164,-33.8545,150.906
NSW,119,Fowler,80492,1,Yennora (Fowler),Yennora Public School,6-12 Ellis Pde,,,YENNORA,NSW,2161,-33.867,150.971
NSW,120,Gilmore,11943,1,Basin View,St Georges Basin Public School,Tallyan Point Rd,,,BASIN VIEW,NSW,2540,-35.0913,150.564
NSW,120,Gilmore,669,1,Batehaven,Batemans Bay High School,Beach Rd,,,BATEHAVEN,NSW,2536,-35.72951,150.19521
NSW,120,Gilmore,670,1,Batemans Bay,Batemans Bay Community Centre,2 Museum Pl,,,BATEMANS BAY,NSW,2536,-35.71174,150.17821
NSW,120,Gilmore,33919,5,Batemans Bay PPVC,21-23 Vesper St,,,,BATEMANS BAY,NSW,2536,-35.7114729,150.1744818
NSW,120,Gilmore,671,1,Bawley Point,Kioloa Bawley Point Community Centre,Cnr O'Hara St & Murramarang Rd,,,KIOLOA,NSW,2539,-35.5569048,150.3771735
NSW,120,Gilmore,2776,1,Berry,Berry Public School,1 Clarence St,,,BERRY,NSW,2535,-34.7769476,150.6905088
NSW,120,Gilmore,65612,5,BLV Gilmore PPVC,BLV Gilmore,Corporate Square,Level 4,43 Burelli St,WOLLONGONG,NSW,2500,-34.8752954,150.6039918
NSW,120,Gilmore,2777,1,Bomaderry,Bomaderry Public School,39A Cambewarra Rd,,,BOMADERRY,NSW,2541,-34.8486,150.608
NSW,120,Gilmore,11638,1,Broulee,Broulee Primary School,21 Cambridge Cres,,,BROULEE,NSW,2537,-35.8452,150.173
NSW,120,Gilmore,686,1,Burrill Lake,Burrill Lake Community Hall,Princess Ave,,,BURRILL LAKE,NSW,2539,-35.3849,150.453
NSW,120,Gilmore,32478,1,Callala Bay,Callala Community Centre,42 Emmett St,,,CALLALA BAY,NSW,2540,-34.9952,150.715
NSW,120,Gilmore,908,1,Callala Beach,Callala Beach Community Centre,89A Quay Rd,,,CALLALA BEACH,NSW,2540,-35.0127,150.693
NSW,120,Gilmore,909,1,Cambewarra,Cambewarra Public School,87 Main Rd,,,CAMBEWARRA VILLAGE,NSW,2540,-34.8209,150.557
NSW,120,Gilmore,916,1,Cudmirrah,Cudmirrah Community Hall,32 Collier Dr,,,CUDMIRRAH,NSW,2540,-35.1979405,150.5586545
NSW,120,Gilmore,917,1,Culburra,Culburra Public School,9 Black Swan Way,,,CULBURRA BEACH,NSW,2540,-34.933,150.762
NSW,120,Gilmore,918,1,Currarong,Currarong Progress Association Hall,62 Walton Way,,,CURRARONG,NSW,2540,-35.015,150.824
NSW,120,Gilmore,30111,5,Divisional Office (PREPOLL),Divisional Office,Corporate Square,Level 4,43 Burelli St,WOLLONGONG,NSW,2500,-34.8752382,150.6039757
NSW,120,Gilmore,920,1,Erowal Bay,Erowal Bay Public Hall,19 King George St,,,EROWAL BAY,NSW,2540,-35.0998564,150.6533213
NSW,120,Gilmore,922,1,Falls Creek,Falls Creek Public School,26 Vidler Rd,,,FALLS CREEK,NSW,2540,-34.9661014,150.593852
NSW,120,Gilmore,2783,1,Gerringong,Gerringong Town Hall,106 Fern St,,,GERRINGONG,NSW,2534,-34.7461,150.828
NSW,120,Gilmore,2784,1,Gerroa,Gerroa Neighbourhood Centre,37 Stafford St,,,GERROA,NSW,2534,-34.7704,150.817
NSW,120,Gilmore,932,1,Greenwell Point,Greenwell Point Public School,75 Greenwell Point Rd,,,GREENWELL POINT,NSW,2540,-34.9077056,150.7303796
NSW,120,Gilmore,936,1,Huskisson,Huskisson Community Centre,Cnr Dent & Tomerong Sts,,,HUSKISSON,NSW,2540,-35.0351,150.667
NSW,120,Gilmore,954,1,Illaroo,Illaroo Road Public School,103 Illaroo Rd,,,NORTH NOWRA,NSW,2541,-34.8597,150.59
NSW,120,Gilmore,2788,1,Jamberoo,Jamberoo Public School,55 Churchill St,,,JAMBEROO,NSW,2533,-34.6443,150.773
NSW,120,Gilmore,938,1,Kangaroo Valley,Kangaroo Valley Hall,179 Moss Vale Rd,,,KANGAROO VALLEY,NSW,2577,-34.736262,150.536398
NSW,120,Gilmore,2790,1,Kiama,The Pavilion,2 Bong Bong St,,,KIAMA,NSW,2533,-34.6744,150.857
NSW,120,Gilmore,2791,1,Kiama Downs,North Kiama Neighbourhood Centre,28A Meehan Dr,,,KIAMA DOWNS,NSW,2533,-34.6433,150.845
NSW,120,Gilmore,33746,5,Kiama PPVC,The Pavilion,Bong Bong St,,,KIAMA,NSW,2533,-34.6745998,150.85693
NSW,120,Gilmore,31482,1,Kiama South,Kiama High School,11 Saddleback Mountain Rd,,,KIAMA,NSW,2533,-34.6813,150.846
NSW,120,Gilmore,911,1,Lake Conjola,Lake Conjola Community Centre,Lake Conjola Entrance Rd,,,LAKE CONJOLA,NSW,2539,-35.2698,150.489
NSW,120,Gilmore,31839,1,Long Beach,Fire Brigade Hall,348 Cullendulla Dr,,,LONG BEACH,NSW,2536,-35.695,150.234
NSW,120,Gilmore,11637,1,Malua Bay,Batemans Bay Surf Life Saving Club,George Bass Dr,,,MALUA BAY,NSW,2536,-35.7927,150.231
NSW,120,Gilmore,942,1,Manyana,Manyana Public Hall,The Barbette,,,MANYANA,NSW,2539,-35.2583,150.511
NSW,120,Gilmore,705,1,Milton,Anglican Church Hall,Church St,,,MILTON,NSW,2538,-35.3176112,150.4369432
NSW,120,Gilmore,2797,1,Minnamurra,Minnamurra Public School,85 Charles Ave,,,MINNAMURRA,NSW,2533,-34.6251,150.853
NSW,120,Gilmore,706,1,Mogo,Boomerang Centre,2 Church St,,,MOGO,NSW,2536,-35.7852,150.14
NSW,120,Gilmore,707,1,Mollymook/Narrawallee,Milton Ulladulla Baptist Church,215 Matron Porter Dr,,,NARRAWALLEE,NSW,2539,-35.3209,150.465
NSW,120,Gilmore,708,1,Moruya,Moruya Public School,22 Evans Street,,,MORUYA,NSW,2537,-35.9127,150.076
NSW,120,Gilmore,711,1,Nelligen,Mechanics Institute Hall,Braidwood St,,,NELLIGEN,NSW,2536,-35.6479,150.142
NSW,120,Gilmore,950,1,Nowra,Nowra Public School,74 Plunkett St,,,NOWRA,NSW,2541,-34.8795,150.601
NSW,120,Gilmore,963,1,Nowra Centre,Wesley Centre,29 Berry St,,,NOWRA,NSW,2541,-34.8746,150.6
NSW,120,Gilmore,951,1,Nowra East,Nowra East Public School,87 Jervis St,,,NOWRA EAST,NSW,2541,-34.8829,150.607
NSW,120,Gilmore,952,1,Nowra Hill,Nowra Hill Public School,382b BTU Rd,,,NOWRA HILL,NSW,2540,-34.9361,150.566
NSW,120,Gilmore,33136,1,Nowra North,North Nowra Public School,75 Judith Dr,,,NORTH NOWRA,NSW,2541,-34.8557,150.577
NSW,120,Gilmore,34039,5,Nowra PPVC,18 Haigh Ave,,,,NOWRA,NSW,2541,-34.8782571,150.6041211
NSW,120,Gilmore,31484,1,Nowra South,Shoalhaven High School,60 Park Rd,,,NOWRA,NSW,2541,-34.8962,150.61
NSW,120,Gilmore,955,1,Orient Point,Orient Point Public Hall,20 Otway St,,,ORIENT POINT,NSW,2540,-34.9097,150.748
NSW,120,Gilmore,960,1,St Georges Basin,St Georges Basin Scout Hall,Tasman Rd,,,ST GEORGES BASIN,NSW,2540,-35.0887,150.595
NSW,120,Gilmore,962,1,Sanctuary Point,Sanctuary Point Public School,41 Idlewild Ave,,,SANCTUARY POINT,NSW,2540,-35.1059716,150.6295002
NSW,120,Gilmore,2807,1,Shoalhaven Heads,Shoalhaven Heads Community Centre,111a Shoalhaven Heads Rd,,,SHOALHAVEN HEADS,NSW,2535,-34.8487,150.742
NSW,120,Gilmore,725,1,South Durras,Durras Progress Hall,Corilla St,,,DURRAS SOUTH,NSW,2536,-35.6642,150.292
NSW,120,Gilmore,33620,2,Special Hospital Team 1,Multiple sites,,,,,NSW,2541,,
NSW,120,Gilmore,33728,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,
NSW,120,Gilmore,33730,2,Special Hospital Team 3,Multiple sites,,,,,NSW,,,
NSW,120,Gilmore,46418,2,Special Hospital Team 4,Multiple sites,,,,,NSW,,,
NSW,120,Gilmore,80647,2,Special Hospital Team 5,Multiple sites,,,,,NSW,2536,,
NSW,120,Gilmore,82759,2,Special Hospital Team 6,Shoalhaven District Memorial Hospital,Scenic Dr,,,NOWRA,NSW,2541,-34.8694366,150.5948353
NSW,120,Gilmore,82760,2,Special Hospital Team 7,Multiple sites,,,,,NSW,,,
NSW,120,Gilmore,726,1,Sunshine Bay,Sunshine Bay Public School,432 Beach Rd,,,SUNSHINE BAY,NSW,2536,-35.7409626,150.2104162
NSW,120,Gilmore,964,1,Sussex Inlet,Sussex Inlet Community Centre,Thomson St,,,SUSSEX INLET,NSW,2540,-35.1666,150.585
NSW,120,Gilmore,14061,1,Sydney (Gilmore),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528
NSW,120,Gilmore,970,1,Terara,Terara Public School,Millbank Rd,,,TERARA,NSW,2540,-34.8666928,150.6303443
NSW,120,Gilmore,31033,1,Tomakin,Tomakin Community Centre,Ainslie Pde,,,TOMAKIN,NSW,2537,-35.8229,150.189
NSW,120,Gilmore,972,1,Tomerong,Tomerong Public School,355 Hawken Rd,,,TOMERONG,NSW,2540,-35.045712,150.584133
NSW,120,Gilmore,731,1,Tuross Head,Kyla Park Sports Hall,LOT 80 Hector McWilliam Dr,,,TUROSS HEAD,NSW,2537,-36.0386716,150.1244187
NSW,120,Gilmore,732,1,Ulladulla,Ulladulla High School,South St,,,ULLADULLA,NSW,2539,-35.3597259,150.4698548
NSW,120,Gilmore,33747,5,Ulladulla PPVC,Ulladulla Civic Centre,Princes Hwy,,,ULLADULLA,NSW,2539,-35.3562962,150.4743719
NSW,120,Gilmore,974,1,Vincentia,Vincentia Public School,George Caley Pl,,,VINCENTIA,NSW,2540,-35.0733285,150.6703232
