PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Norwood,173,2391,7.2,Bass,Launceston,Launceston City,"103 Norwood Ave, NORWOOD 7250",Norwood Primary School,-41.462100,147.174000
Nunamara,37,351,10.5,Bass,Windermere,Launceston City,"39461 Tasman Hwy, NUNAMARA 7259",Nunamara Memorial Hall,-41.394000,147.296000
Pipers River,17,242,7.0,Bass,Windermere,George Town,"76 School Rd, PIPERS RIVER 7252",Pipers River Fire Station,-41.100600,147.091000
Prospect,130,2047,6.4,Bass,Rosevears,Launceston City,"282 Westbury Rd, PROSPECT 7250",St Patrick's College,-41.472000,147.126000
Prospect Vale,71,1273,5.6,Lyons,Launceston,Meander Valley,"12 Casino Rise, PROSPECT VALE 7250",Residential Retirement Village Clubrooms,-41.478200,147.110000
Ravenswood,77,1744,4.4,Bass,Windermere,Launceston City,"27 Prossers Forest Rd, RAVENSWOOD 7250",Ravenswood Primary School,-41.415955,147.179654
Ringarooma,11,335,3.3,Bass,McIntyre,Dorset,"4 Charles St, RINGAROOMA 7263",Ringarooma Hall,-41.242410,147.735680
Riverside,203,2177,9.3,Bass,Rosevears,West Tamar,"354 West Tamar Hwy, RIVERSIDE 7250",Riverside High School,-41.409360,147.098610
Riverside West,110,1374,8.0,Bass,Rosevears,West Tamar,"34 Pitt Ave, TREVALLYN 7250",Trevallyn Life Church,-41.430100,147.106000
Rocherlea,32,910,3.5,Bass,Windermere,Launceston City,"215 George Town Rd, ROCHERLEA 7248",Brooks High School,-41.378531,147.121503
Scottsdale,62,1683,3.7,Bass,McIntyre,Dorset,"20 Coplestone Rd, SCOTTSDALE 7260",Scottsdale High School,-41.157117,147.508674
South Launceston,113,661,17.1,Bass,Rosevears,Launceston City,"313-315 Wellington St, LAUNCESTON 7250",Launceston RSL,-41.452960,147.143930
St Leonards,85,1443,5.9,Bass,Windermere,Launceston City,"330-342 St Leonards Rd, ST LEONARDS 7250",St Leonards Primary School,-41.459700,147.200000
Summerhill,163,3183,5.1,Bass,Rosevears,Launceston City,"82-84 Stanley St, SUMMERHILL 7250",Summerdale Community Centre,-41.468300,147.129710
Trevallyn,386,1631,23.7,Bass,Rosevears,West Tamar,"55 Gorge Rd, TREVALLYN 7250",Trevallyn Primary School,-41.438100,147.115000
Waverley,55,932,5.9,Bass,Windermere,Launceston City,"6 Naroo St, WAVERLEY 7250",Waverley School Hall,-41.432100,147.190000
West Launceston,360,1727,20.8,Bass,Rosevears,Launceston City,"24-38 Basin Rd, WEST LAUNCESTON 7250",West Launceston Primary School,-41.449200,147.129000
Weymouth,9,133,6.8,Bass,Windermere,George Town,"18 Major St, WEYMOUTH 7252",Weymouth Hall,-41.015300,147.154000
Whitemark,42,352,11.9,Bass,McIntyre,Flinders,"1 James St, WHITEMARK 7255",Lions Club,-40.121400,148.019000
Winnaleah,5,194,2.6,Bass,McIntyre,Dorset,"20 Main St, WINNALEAH 7265",Winnaleah Memorial Hall,-41.097900,147.824000
Youngtown,84,1647,5.1,Bass,Launceston,Launceston City,"Victoria St, YOUNGTOWN 7249",Youngtown Primary School,-41.482300,147.164000
