PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Waverley,55,868,6.3,Bass,Windermere,Launceston City,"6 Naroo St, WAVERLEY 7250",Waverley School Hall,-41.4321,147.19
West Launceston,360,1676,21.5,Bass,Rosevears,Launceston City,"24-38 Basin Rd, WEST LAUNCESTON 7250",West Launceston Primary School,-41.4492,147.129
Weymouth,9,128,7.0,Bass,Windermere,George Town,"18 Major St, WEYMOUTH 7252",Weymouth Hall,-41.0153,147.154
Whitemark,42,340,12.4,Bass,McIntyre,Flinders,"1 James St, WHITEMARK 7255",Lions Club,-40.1214,148.019
Winnaleah,5,184,2.7,Bass,McIntyre,Dorset,"20 Main St, WINNALEAH 7265",Winnaleah Memorial Hall,-41.0979,147.824
Youngtown,84,1577,5.3,Bass,Launceston,Launceston City,"Victoria St, YOUNGTOWN 7249",Youngtown Primary School,-41.4823,147.164
Abbotsham,12,181,6.6,Braddon,Montgomery,Central Coast,"590 Castra Rd, ABBOTSHAM 7315",Abbotsham Hall,-41.2135,146.174
Acton,47,1391,3.4,Braddon,Montgomery,Burnie City,"36 Thorne St, ACTON 7320",Burnie Child and Family Centre,-41.07264,145.89229
Boat Harbour,61,507,12.0,Braddon,Murchison,Waratah-Wynyard,"17386 Bass Hwy, BOAT HARBOUR 7321",Boat Harbour Primary School,-40.9452,145.636
Burnie,90,1403,6.4,Braddon,Murchison,Burnie City,"80 Wilson St, BURNIE 7320",Burnie City Council Offices,-41.0532,145.906
Calder,18,170,10.6,Braddon,Murchison,Waratah-Wynyard,"1320 Calder Rd, CALDER 7325",Calder Hall,-41.0685,145.631
Cooee,53,947,5.6,Braddon,Murchison,Burnie City,"30 Fidler St, COOEE 7320",Cooee Primary School,-41.04076,145.86801
Currie,40,694,5.8,Braddon,Murchison,King Island,"10 George St, CURRIE 7256",Currie Town Hall,-39.9298,143.855
Devonport Central,128,1872,6.8,Braddon,Mersey,Devonport City,"Fenton St, DEVONPORT 7310",St Johns Parish Hall,-41.178994,146.358274
Devonport North West,141,2667,5.3,Braddon,Mersey,Devonport City,"60 Nixon St, DEVONPORT 7310",Nixon Street Primary School,-41.1728,146.337
Devonport South,42,1248,3.4,Braddon,Mersey,Devonport City,"41-43 Middle Rd, DEVONPORT 7310",Reece High School,-41.1893,146.349
Devonport West,40,1245,3.2,Braddon,Mersey,Devonport City,"20-36 Valley Rd, DEVONPORT 7310",TasTafe,-41.1864,146.345
Don,58,1188,4.9,Braddon,Mersey,Devonport City,"17 Forth Rd, DON 7310",Don Memorial Hall,-41.1827,146.318
East Devonport,70,2116,3.3,Braddon,Mersey,Devonport City,"19-21 Thomas St, EAST DEVONPORT 7310",East Devonport Primary School,-41.1779,146.372
Edith Creek,6,159,3.8,Braddon,Murchison,Circular Head,"1282 Trowutta Rd, EDITH CREEK 7330",Edith Creek Primary School,-40.9705,145.092
Elliott,28,324,8.6,Braddon,Murchison,Waratah-Wynyard,"829 Murchison Hwy, ELLIOTT 7325",Elliott Community Centre,-41.0922,145.782
Forest,8,434,1.8,Braddon,Murchison,Circular Head,"422 Mengha Rd, FOREST 7330",Forest Primary School,-40.8486,145.248
Forth,62,700,8.9,Braddon,Montgomery,Central Coast,"45 Wilmot Rd, FORTH 7310",Forth Primary School,-41.192921,146.248975
Gawler,21,450,4.7,Braddon,Montgomery,Central Coast,"15 Top Gawler Rd, GAWLER 7315",Gawler Hall,-41.1852,146.16
Grassy,3,104,2.9,Braddon,Murchison,King Island,"10 Grassy Rd, GRASSY 7256",Grassy Club,-40.0484,144.058
Havenview,14,525,2.7,Braddon,Montgomery,Burnie City,"15 Marriott St, HAVENVIEW 7320",Havenview Primary School,-41.0836,145.911
Heybridge,15,239,6.3,Braddon,Montgomery,Central Coast,"Sice Ave, HEYBRIDGE 7316",Blythe Heads Hall,-41.0751,145.986
Highclere,4,165,2.4,Braddon,Montgomery,Burnie City,"1558 Ridgley Hwy, HIGHCLERE 7321",Highclere Community Centre,-41.1904,145.806
Irishtown,3,430,0.7,Braddon,Murchison,Circular Head,"604 Irishtown Rd, IRISHTOWN 7330",Irishtown Lodge Arthur Temple,-40.9133,145.145
Latrobe,93,2349,4.0,Braddon,Mersey,Latrobe,"170 Gilbert St, LATROBE 7307",Latrobe Memorial Hall,-41.2365,146.415
Marrawah,8,196,4.1,Braddon,Murchison,Circular Head,"844 Comeback Rd, MARRAWAH 7330",Marrawah Memorial Hall,-40.9229,144.697
Melrose,26,232,11.2,Braddon,Mersey,Devonport City,"673 Melrose Rd, MELROSE 7310",Melrose Memorial Hall,-41.2417,146.289
Montello,67,1233,5.4,Braddon,Murchison,Burnie City,"83 Bird St, MONTELLO 7320",Montello Primary School,-41.0605,145.898
Moorleah,12,161,7.5,Braddon,Murchison,Waratah-Wynyard,"720 Preolenna Rd, MOORLEAH 7321",Moorleah Community Centre,-40.981,145.616
Natone,11,147,7.5,Braddon,Montgomery,Burnie City,"100 Upper Natone Rd, NATONE 7321",Natone Primary School,-41.1701,145.922
North Motton,31,324,9.6,Braddon,Montgomery,Central Coast,"578 Preston Rd, NORTH MOTTON 7315",North Motton Hall,-41.20637,146.10937
Penguin,142,1972,7.2,Braddon,Montgomery,Central Coast,"50 Main Rd, PENGUIN 7316",Penguin Uniting Church Hall,-41.112,146.071
Preston,9,128,7.0,Braddon,Montgomery,Central Coast,"1833 Preston Rd, PRESTON 7315",Preston Community Centre,-41.2972,146.062
Queenstown,23,731,3.1,Braddon,Murchison,West Coast,"53 Orr St, QUEENSTOWN 7467",Queenstown Memorial Hall,-42.0802,145.558
Riana,8,200,4.0,Braddon,Montgomery,Central Coast,"1221 Pine Rd, RIANA 7316",Riana Community Centre,-41.2015,145.999
Ridgley,21,610,3.4,Braddon,Montgomery,Burnie City,"904 Ridgley Hwy, RIDGLEY 7321",Ridgley Primary School,-41.1398,145.837
Rocky Cape,17,402,4.2,Braddon,Murchison,Circular Head,"19074 Bass Hwy, ROCKY CAPE 7321",Rocky Cape Public Hall,-40.905,145.487
Romaine,48,1516,3.2,Braddon,Montgomery,Burnie City,"cnr Roslyn Ave & Mount St, ROMAINE 7320",Romaine Park Primary School,-41.076634,145.899584
Rosebery,8,337,2.4,Braddon,Murchison,West Coast,"8 Agnes St, ROSEBERY 7470",Rosebery Neighbourhood Centre,-41.779832,145.539126
Savage River,0,86,0.0,Braddon,Murchison,Waratah-Wynyard,"45 Corinna Rd, SAVAGE RIVER 7321",Grange Resources Lodge,-41.5119,145.219
Shorewell Park,55,1013,5.4,Braddon,Murchison,Burnie City,"41-43 Mooreville Rd, SHOREWELL PARK 7320",Hellyer College,-41.06128,145.88153
Sisters Beach,26,183,14.2,Braddon,Murchison,Waratah-Wynyard,"34 Honeysuckle Ave, SISTERS BEACH 7321",Sisters Beach Fire Station,-40.9181,145.565
Sisters Creek,18,182,9.9,Braddon,Murchison,Waratah-Wynyard,"17894 Bass Hwy, SISTERS CREEK 7325",Sisters Creek Community Hall,-40.960576,145.585605
Smithton,44,2015,2.2,Braddon,Murchison,Circular Head,"45 Goldie St, SMITHTON 7330",Smithton Uniting Church Hall,-40.842686,145.126781
Somerset,84,1744,4.8,Braddon,Murchison,Waratah-Wynyard,"30A Beaufort St, SOMERSET 7322",Somerset Primary School,-41.038182,145.819344
South Riana,15,185,8.1,Braddon,Montgomery,Central Coast,"776 South Riana Rd, SOUTH RIANA 7316",South Riana Hall,-41.2345,145.977
Sprent,16,201,8.0,Braddon,Montgomery,Central Coast,"1245 Castra Rd, SPRENT 7315",Sprent Primary School,-41.2627,146.16
Spreyton,49,1401,3.5,Braddon,Mersey,Devonport City,"1 Mersey Main Rd, SPREYTON 7310",Spreyton Primary School,-41.21207,146.34434
Stanley,21,366,5.7,Braddon,Murchison,Circular Head,"28 Pearse St, STANLEY 7331",Stanley Primary School,-40.7603,145.291
Stowport,12,280,4.3,Braddon,Montgomery,Burnie City,"580 Stowport Rd, STOWPORT 7321",Stowport Public Hall,-41.1124,145.929
Strahan,9,343,2.6,Braddon,Murchison,West Coast,"2 Bay St, STRAHAN 7468",Strahan Primary School,-42.154043,145.320404
Sulphur Creek,29,553,5.2,Braddon,Montgomery,Central Coast,"310 Preservation Dr, SULPHUR CREEK 7316",Sulphur Creek Hall,-41.0935,146.026
Tullah,2,101,2.0,Braddon,Murchison,West Coast,"24 Farrell St, TULLAH 7321",Tullah Community Hall,-41.737568,145.616076
Turners Beach,63,933,6.8,Braddon,Montgomery,Central Coast,"Henry St, TURNERS BEACH 7315",Turners Beach Hall,-41.1589,146.244
Ulverstone Central,68,1127,6.0,Braddon,Montgomery,Central Coast,"16 King Edward St, ULVERSTONE 7315",Ulverstone Senior Citizens Club,-41.15507,146.171931
Ulverstone East,34,813,4.2,Braddon,Montgomery,Central Coast,"18 Crawford St, ULVERSTONE 7315",East Ulverstone Primary School,-41.1546,146.192
Ulverstone South,117,2243,5.2,Braddon,Montgomery,Central Coast,"38 Leven St, ULVERSTONE 7315",Ulverstone High School,-41.16201,146.17091
Waratah,4,126,3.2,Braddon,Murchison,Waratah-Wynyard,"12-14 Smith St, WARATAH 7321",Waratah Municipal Chambers,-41.44422,145.5313
West Ulverstone,64,1614,4.0,Braddon,Montgomery,Central Coast,"34 Maud St, WEST ULVERSTONE 7315",West Ulverstone Primary School,-41.1482,146.16
Wivenhoe,26,624,4.2,Braddon,Montgomery,Burnie City,"Stowport Rd, WIVENHOE 7320",Leighland Christian School (Wivenhoe Campus),-41.06904,145.93609
Wynyard Central,99,1927,5.1,Braddon,Murchison,Waratah-Wynyard,"28 Jackson St, WYNYARD 7325",Wynyard Senior Citizens Club Rooms,-40.9909,145.729
Wynyard West,98,1411,6.9,Braddon,Murchison,Waratah-Wynyard,"30 Church St, WYNYARD 7325",Wynyard High School,-40.9867,145.717
Yolla,22,394,5.6,Braddon,Murchison,Waratah-Wynyard,"School Lane, YOLLA 7325",Yolla District High School,-41.1237,145.719
Zeehan,5,343,1.5,Braddon,Murchison,West Coast,"7 Belstead St, ZEEHAN 7469",Zeehan Primary School,-41.888,145.34
Austins Ferry,82,1594,5.1,Clark,Derwent,Glenorchy City,"195 Main Rd, AUSTINS FERRY 7011",St Virgil's College,-42.774487,147.251105
Battery Point,366,1304,28.1,Clark,Hobart,Hobart City,"28 Cromwell St, BATTERY POINT 7004",St George's Church Hall,-42.891559,147.332663
Cascades,455,1053,43.2,Clark,Hobart,Hobart City,"101 Cascade Rd, SOUTH HOBART 7004",Badminton Association Centre,-42.895023,147.299845
Chigwell,74,1266,5.8,Clark,Derwent,Glenorchy City,"10 Bucaan St, CHIGWELL 7011",Chigwell Barn,-42.811194,147.241655
Claremont,140,2518,5.6,Clark,Derwent,Glenorchy City,"3 Boxhill Rd, CLAREMONT 7011",Claremont Girl Guides Hall,-42.792307,147.255999
Collinsvale,61,368,16.6,Clark,Elwick,Glenorchy City,"508 Collinsvale Rd, COLLINSVALE 7012",Collinsvale Primary School,-42.8367,147.198
Dynnyrne,354,1271,27.9,Clark,Nelson,Hobart City,"Randall St, SANDY BAY 7005",Princes Street Primary School,-42.8984,147.319
Fern Tree,194,466,41.6,Clark,Hobart,Hobart City,"8 Stephenson Pl, FERN TREE 7054",Fern Tree Community Centre,-42.9223,147.262
Glenorchy,248,3196,7.8,Clark,Elwick,Glenorchy City,"Kensington St, GLENORCHY 7010",Glenorchy Primary School,-42.832391,147.266343
Glenorchy Central,117,1478,7.9,Clark,Elwick,Glenorchy City,"8A Constance Ave, GLENORCHY 7010",YMCA of Hobart,-42.832197,147.278997
Goodwood,52,557,9.3,Clark,Elwick,Glenorchy City,"Elmsleigh Rd, MOONAH 7009",Goodwood Primary School,-42.831689,147.293744
Hobart City,317,1039,30.5,Clark,Hobart,Hobart City,"91 Collins St, HOBART 7000",Harris Scarfe Building,-42.882502,147.327695
Kingston (Denison),152,697,21.8,Clark,Nelson,Kingborough,"15 Channel Hwy, KINGSTON 7050",Kingborough Council,-42.975418,147.31165
Lenah Valley,413,2098,19.7,Clark,Elwick,Hobart City,"11 Creek Rd, LENAH VALLEY 7008",Lenah Valley Primary School,-42.8612,147.29
Lower Sandy Bay,223,1621,13.8,Clark,Nelson,Hobart City,"520 Sandy Bay Rd, SANDY BAY 7005",St Stephen's Church Hall,-42.9087,147.346
Lutana,118,950,12.4,Clark,Elwick,Glenorchy City,"27 Ashbolt Cres, LUTANA 7009",St Anne's Anglican Church Hall,-42.844046,147.311333
Merton,142,1622,8.8,Clark,Elwick,Glenorchy City,"148 Tolosa St, GLENORCHY 7010",Tolosa Hall,-42.8455,147.265
Moonah,237,1752,13.5,Clark,Elwick,Glenorchy City,"65 Hopkins St, MOONAH 7009",Old Arts Centre,-42.846137,147.295591
Moonah East,204,1339,15.2,Clark,Elwick,Glenorchy City,"35 Bowen Rd, MOONAH 7009",Bowen Road Primary School,-42.8474,147.308
Moonah North,200,1497,13.4,Clark,Elwick,Glenorchy City,"40 Derwent Park Rd, MOONAH 7009",Moonah Primary School,-42.838,147.296
Mount Nelson,330,1296,25.5,Clark,Nelson,Hobart City,"388 Nelson Rd, MOUNT NELSON 7007",Mt Nelson Primary School,-42.9136,147.323
Mount Stuart,270,977,27.6,Clark,Hobart,Hobart City,"106 Gillon Cres, MOUNT STUART 7000",Mt Stuart Primary School,-42.875,147.299
New Town,354,1375,25.7,Clark,Hobart,Hobart City,"22-24 New Town Rd, NEW TOWN 7008",Polish Association,-42.867345,147.311352
New Town West,411,1936,21.2,Clark,Hobart,Hobart City,"67 Clare St, NEW TOWN 7008",Sacred Heart College,-42.8615,147.304
North Hobart Central,405,1329,30.5,Clark,Hobart,Hobart City,"2 Swan St, NORTH HOBART 7000",Hobart North Uniting Church,-42.8728,147.314
Roseneath,33,758,4.4,Clark,Derwent,Glenorchy City,"13 Brodie St, CLAREMONT 7011",Austins Ferry Primary School,-42.78618,147.240549
Sandfly (Denison),59,277,21.3,Clark,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985,147.196
Sandy Bay,273,1413,19.3,Clark,Nelson,Hobart City,"43 Grosvenor St, SANDY BAY 7005",Wellspring Anglican Church Hall,-42.8992,147.327
Sandy Bay Beach,75,692,10.8,Clark,Nelson,Hobart City,"1 Southerwood Dr, SANDY BAY 7005",Harold Gregg Centre,-42.9138,147.355
South Hobart,462,1329,34.8,Clark,Hobart,Hobart City,"34 Anglesea St, SOUTH HOBART 7004",St Francis Xavier's Church Hall,-42.8949,147.312
Taroona,518,1447,35.8,Clark,Nelson,Hobart City,"104 Channel Hwy, TAROONA 7053",Taroona Primary School,-42.943302,147.352737
Waimea Heights,127,828,15.3,Clark,Nelson,Hobart City,"12 Balfour Ct, SANDY BAY 7005",Waimea Heights Primary School,-42.909011,147.33674
West Hobart,227,805,28.2,Clark,Hobart,Hobart City,"164 Harrington St, HOBART 7000",St Mary's College,-42.881216,147.320448
West Hobart Central,592,1841,32.2,Clark,Hobart,Hobart City,"15 Gourlay St, WEST HOBART 7000",Lansdowne Crescent Primary School,-42.8819,147.309
West Hobart South,382,1023,37.3,Clark,Hobart,Hobart City,"Forest Rd, WEST HOBART 7000",Goulburn Street Primary School,-42.8878,147.317
Windermere,51,1151,4.4,Clark,Derwent,Glenorchy City,"2 Cadbury Rd, CLAREMONT 7011",Windermere Primary School,-42.80013,147.259102
Adventure Bay,37,166,22.3,Franklin,Huon,Kingborough,"Adventure Bay Rd, ADVENTURE BAY 7150",Adventure Bay Hall,-43.3458,147.321
Alonnah,54,253,21.3,Franklin,Huon,Kingborough,"15 School Rd, ALONNAH 7150",Bruny Island District School,-43.31807,147.244455
Bellerive,253,1927,13.1,Franklin,Pembroke,Clarence City,"10 Scott St, BELLERIVE 7018",Clarence Police & Community Youth Club Inc,-42.87606,147.370955
Blackmans Bay,489,3059,16.0,Franklin,Nelson,Kingborough,"3 Opal Dr, BLACKMANS BAY 7052",The Salvation Army Kingborough,-42.998735,147.318275
Cambridge,154,1431,10.8,Franklin,Rumney,Clarence City,"976 Cambridge Rd, CAMBRIDGE 7170",Cambridge Primary School,-42.8362,147.442
Clarence,234,1681,13.9,Franklin,Pembroke,Clarence City,"25 Wentworth St, BELLERIVE 7018",Clarence High School,-42.8784,147.389
Clarendon Vale,26,651,4.0,Franklin,Rumney,Clarence City,"65 Mockridge Rd, CLARENDON VALE 7019",Clarendon Vale Neighbourhood Centre,-42.887539,147.443086
Cradoc,92,558,16.5,Franklin,Huon,Huon Valley,"8243 Channel Hwy, CRADOC 7109",Cradoc Park,-43.1064,147.034
Cygnet,432,1651,26.2,Franklin,Huon,Huon Valley,"14 Mary St, CYGNET 7112",Cygnet Town Hall,-43.161953,147.077734
Dover,51,625,8.2,Franklin,Huon,Huon Valley,"6940 Huon Hwy, DOVER 7117",Dover District High School,-43.3105,147.013
Franklin,126,610,20.7,Franklin,Huon,Huon Valley,"10 New Rd, FRANKLIN 7113",Franklin Primary School,-43.085654,147.012018
Geeveston,98,919,10.7,Franklin,Huon,Huon Valley,"63 Arve Rd, GEEVESTON 7116",Geeveston Primary School,-43.1625,146.922
Geilston Bay,203,2011,10.1,Franklin,Pembroke,Clarence City,"271 East Derwent Hwy, GEILSTON BAY 7015",Lindisfarne North Primary School,-42.8383,147.349
Glen Huon,53,305,17.4,Franklin,Huon,Huon Valley,"841 Glen Huon Rd, GLEN HUON 7109",Glen Huon Hall,-43.025879,146.959216
Howden,116,447,26.0,Franklin,Huon,Kingborough,"392 Howden Rd, HOWDEN 7054",Howden Fire Station,-43.019128,147.291545
Howrah,218,2437,8.9,Franklin,Pembroke,Clarence City,"7 Howrah Rd, HOWRAH 7018","Howrah Scout Hall, Howrah Primary School",-42.8819,147.404
Huonville,184,1429,12.9,Franklin,Huon,Huon Valley,"74 Wilmot Rd, HUONVILLE 7109",Huonville Primary School,-43.02424,147.044783
Judbury,39,247,15.8,Franklin,Huon,Huon Valley,"1273 Glen Huon Rd, JUDBURY 7109",Judbury Hall,-42.9982,146.9283
Kettering,135,523,25.8,Franklin,Huon,Kingborough,"2963 Channel Hwy, KETTERING 7155",Kettering Community Centre,-43.1257,147.247
Kingston (Franklin),315,2246,14.0,Franklin,Nelson,Kingborough,"15 Channel Hwy, KINGSTON 7050",Kingborough Council,-42.975418,147.31165
Kingston Beach,296,1659,17.8,Franklin,Nelson,Kingborough,"20 Beach Rd, KINGSTON BEACH 7050",Kingston Beach Hall,-42.981534,147.323507
Lauderdale,280,2166,12.9,Franklin,Rumney,Clarence City,"528A South Arm Rd, LAUDERDALE 7021",Lauderdale Community Hall,-42.913663,147.48627
Lindisfarne,226,1479,15.3,Franklin,Pembroke,Clarence City,"17 Loatta Rd, LINDISFARNE 7015",Lindisfarne Primary School,-42.8519,147.363
Lindisfarne Village,203,1649,12.3,Franklin,Pembroke,Clarence City,"54 Lincoln St, LINDISFARNE 7015",St Aidans Church Hall,-42.846661,147.35574
Maranoa Heights,160,1786,9.0,Franklin,Nelson,Kingborough,"150 Redwood Rd, KINGSTON 7050",Southern Christian College,-42.9896,147.309
Margate,353,1999,17.7,Franklin,Huon,Kingborough,"1744 Channel Hwy, MARGATE 7054",Margate Hall,-43.029,147.263
Middleton,61,295,20.7,Franklin,Huon,Kingborough,"25 McDowall St, MIDDLETON 7163",South Channel Community Centre,-43.2311,147.256
Montagu Bay,153,1115,13.7,Franklin,Pembroke,Clarence City,"10 Conara Rd, MONTAGU BAY 7018",Montagu Bay Primary School,-42.8646,147.353
Mornington,50,527,9.5,Franklin,Pembroke,Clarence City,"400 Cambridge Rd, MORNINGTON 7018",Citywide Baptist Church,-42.856351,147.401753
Mountain River,94,590,15.9,Franklin,Huon,Huon Valley,"263 Mountain River Rd, MOUNTAIN RIVER 7109",Mountain River Memorial Hall,-42.9614,147.109
Old Beach,86,1486,5.8,Lyons,Rumney,Brighton,"86 Jetty Rd, OLD BEACH 7017",Old Beach Community Centre,-42.77427,147.26576
Ranelagh,123,999,12.3,Franklin,Huon,Huon Valley,"40 Marguerite St, RANELAGH 7109",Ranelagh Memorial Hall,-43.0086,147.039
Richmond,107,954,11.2,Lyons,Rumney,Clarence City,"Commercial Rd, RICHMOND 7025",Richmond Primary School,-42.739282,147.437988
Risdon Vale,69,1168,5.9,Franklin,Rumney,Clarence City,"2 Heather Rd, RISDON VALE 7016",Risdon Vale Primary School,-42.8131,147.354
Rokeby,73,1447,5.0,Franklin,Rumney,Clarence City,"Hart Pl, ROKEBY 7019",Rokeby Community Centre,-42.897051,147.431706
Sandfly (Franklin),194,835,23.2,Franklin,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985,147.196
Sandford,285,1341,21.3,Franklin,Rumney,Clarence City,"949 South Arm Rd, SANDFORD 7020",Sandford Hall,-42.9402,147.495
Seven Mile Beach,96,760,12.6,Franklin,Rumney,Clarence City,"78 Surf Rd, SEVEN MILE BEACH 7170",Ramada Resort By Wyndham Seven Mile Beach,-42.8526,147.511
Snug,219,1137,19.3,Franklin,Huon,Kingborough,"2208 Channel Hwy, SNUG 7054",Snug Primary School,-43.0664,147.255
South Arm,111,627,17.7,Franklin,Rumney,Clarence City,"32 Harmony Lane, SOUTH ARM 7022",South Arm Primary School,-43.0264,147.421
Southport,26,107,24.3,Franklin,Huon,Huon Valley,"8606 Huon Hwy, SOUTHPORT 7109",Southport Community Centre,-43.418985,146.959638
Surges Bay,12,173,6.9,Franklin,Huon,Huon Valley,"72 Esperance Coast Rd, SURGES BAY 7116",Surges Bay Hall,-43.219573,146.998178
Tranmere,199,2061,9.7,Franklin,Pembroke,Clarence City,"27 Tranmere Rd, HOWRAH 7018",Tranmere Hall,-42.8911,147.409
Warrane,163,1799,9.1,Franklin,Pembroke,Clarence City,"213 Cambridge Rd, WARRANE 7018",Warrane Primary School,-42.86115,147.38256
Woodbridge,123,430,28.6,Franklin,Huon,Kingborough,"3445 Channel Hwy, WOODBRIDGE 7162",Woodbridge Hall,-43.1601,147.239
