PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Rokeby,73,1531,4.8,Franklin,Rumney,Clarence City,"Hart Pl, ROKEBY 7019",Rokeby Community Centre,-42.897051,147.431706
Sandfly (Franklin),194,864,22.5,Franklin,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985000,147.196000
Sandford,285,1387,20.5,Franklin,Rumney,Clarence City,"949 South Arm Rd, SANDFORD 7020",Sandford Hall,-42.940200,147.495000
Seven Mile Beach,96,784,12.2,Franklin,Rumney,Clarence City,"78 Surf Rd, SEVEN MILE BEACH 7170",Ramada Resort By Wyndham Seven Mile Beach,-42.852600,147.511000
Snug,219,1177,18.6,Franklin,Huon,Kingborough,"2208 Channel Hwy, SNUG 7054",Snug Primary School,-43.066400,147.255000
South Arm,111,649,17.1,Franklin,Rumney,Clarence City,"32 Harmony Lane, SOUTH ARM 7022",South Arm Primary School,-43.026400,147.421000
Southport,26,112,23.2,Franklin,Huon,Huon Valley,"8606 Huon Hwy, SOUTHPORT 7109",Southport Community Centre,-43.418985,146.959638
Surges Bay,12,182,6.6,Franklin,Huon,Huon Valley,"72 Esperance Coast Rd, SURGES BAY 7116",Surges Bay Hall,-43.219573,146.998178
Tranmere,199,2119,9.4,Franklin,Pembroke,Clarence City,"27 Tranmere Rd, HOWRAH 7018",Tranmere Hall,-42.891100,147.409000
Warrane,163,1876,8.7,Franklin,Pembroke,Clarence City,"213 Cambridge Rd, WARRANE 7018",Warrane Primary School,-42.861150,147.382560
Woodbridge,123,440,28.0,Franklin,Huon,Kingborough,"3445 Channel Hwy, WOODBRIDGE 7162",Woodbridge Hall,-43.160100,147.239000
